DatasetIdentifier,Publisher,SourceRepository,YearPublished
ext0269-1,Lund University,DORIS (only metadata),2017
ecds0158-1,University of Gothenburg,DORIS,2018
ecds0192-1,​SAMBAH – Static Acoustic Monitoring of the Baltic Sea Harbour Porpoise,DORIS,2017
ecds0192-2,​SAMBAH – Static Acoustic Monitoring of the Baltic Sea Harbour Porpoise,DORIS,2017
snd1024-1,Lund University,DORIS,2017
2021-5-1,Umeå University,DORIS,2022
2021-5-2,Umeå University,DORIS,2022
2021-177-1,RISE Research Institutes of Sweden,DORIS,2022
2021-285-1,Swedish University of Agricultural Sciences,DORIS,2021
ext0078-1,Uppsala University,DORIS (only metadata),2020
ext0093-1,National Food Agency,DORIS (only metadata),2016
ext0094-1,National Food Agency,DORIS (only metadata),2021
ext0096-1,National Food Agency,DORIS (only metadata),2016
2024-9,Karolinska Institutet,DORIS,2024
2025-166,University of Gothenburg,DORIS,2025
2023-82-1,Swedish University of Agricultural Sciences,DORIS,2023
2025-145,Swedish University of Agricultural Sciences,DORIS,2025
2020-182-1,Lund University,DORIS,2021
2025-92,Swedish Museum of Natural History,DORIS,2025
2025-49,Lund University,DORIS,2025
2025-174,Södertörns högskola,DORIS,2025
ecds0205-1,Uppsala University,DORIS,2018
ecds0169-1,Swedish University of Agricultural Sciences,DORIS (only metadata),2019
ecds0209-1,Uppsala University,DORIS (only metadata),2021
ext0207-1,Uppsala University,DORIS (only metadata),2016
ext0213-1,Linköping University,DORIS (only metadata),2017
ecds0214-1,Uppsala University,DORIS,2018
ecds0214-2,Uppsala University,DORIS,2018
ext0001-5,Statistics Sweden,DORIS (only metadata),2011
snd1156-1,University of Skövde,DORIS,2020
ext0409-1,Stockholm University,DORIS (only metadata),2020
snd1153-1,Chalmers University of Technology,DORIS,2020
2022-98-1,University of Gothenburg,DORIS,2023
2020-168-1,Stockholm University,DORIS,2020
ecds0216-1,Uppsala University,DORIS,2018
ecds0217-1,Uppsala University,DORIS,2018
snd1153-4,Chalmers University of Technology,DORIS,2020
snd1153-2,Chalmers University of Technology,DORIS,2020
snd1153-3,Chalmers University of Technology,DORIS,2020
snd1153-5,Chalmers University of Technology,DORIS,2020
snd1153-7,Chalmers University of Technology,DORIS,2020
snd1153-6,Chalmers University of Technology,DORIS,2020
snd0463-1,University of Gothenburg,DORIS,1994
snd0097-1,Stiftelsen för opinionsanalyser,DORIS,1984
snd0592-1,University of Gothenburg,DORIS,1997
snd0571-1,Swedish Transport Administration,DORIS,1997
snd0165-1,IMU-Testologen AB,DORIS,1986
snd0551-1,Swedish Transport Administration,DORIS,1996
snd0205-1,Statistics Sweden,DORIS,1987
snd0610-1,Radio Sweden,DORIS,1998
snd0574-1,Swedish Transport Administration,DORIS,1997
snd0575-1,Swedish Transport Administration,DORIS,1997
snd0240-2,Statistics Sweden,DORIS,1996
snd0239-8,Statistics Sweden,DORIS,1999
snd0159-1,IMU-Testologen AB,DORIS,1986
snd0148-1,Lund University,DORIS,1982
snd0238-8,Statistics Sweden,DORIS,1999
snd0572-1,Swedish Transport Administration,DORIS,1997
snd0573-1,Swedish Transport Administration,DORIS,1997
snd0905-1,University of Gothenburg,DORIS,2024
snd1046-1,University of Gothenburg,DORIS,2024
2024-492,Karolinska Institutet,DORIS (only metadata),2025
2024-490,University of Gothenburg,DORIS,2024
2024-5,University of Gothenburg,DORIS,2024
2024-486,Karolinska Institutet,DORIS (only metadata),2025
2024-493,Karolinska Institutet,DORIS (only metadata),2025
2024-33,University of Gothenburg,DORIS,2025
2024-485,Swedish University of Agricultural Sciences,DORIS,2024
2024-89,Karolinska Institutet,DORIS,2024
2024-161,University of Gothenburg,DORIS,2024
2024-483,University of Gothenburg,DORIS,2024
2024-62,Swedish University of Agricultural Sciences,DORIS,2024
2024-482,University of Gothenburg,DORIS,2024
2024-78,Karolinska Institutet,DORIS,2024
2023-310,University of Gothenburg,DORIS,2025
ext0125-1,Stockholm Gerontology Research Center Foundation,DORIS (only metadata),2015
ext0350-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0352-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0351-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0122-1,Region Skåne,DORIS (only metadata),2014
ext0353-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0123-1,Region Skåne,DORIS (only metadata),2014
ext0357-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0356-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0120-1,Lund University,DORIS (only metadata),2014
ext0363-1,University of Gothenburg,DORIS (only metadata),2020
ext0355-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0354-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0349-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0348-1,Institute for Language and Folklore,DORIS (only metadata),2020
snd0749-1,Swedish Transport Administration,DORIS,2001
snd0561-1,Swedish Transport Administration,DORIS,1996
snd0203-1,University of Gothenburg,DORIS,1986
snd0238-4,Statistics Sweden,DORIS,1989
snd0553-1,Swedish Transport Administration,DORIS,1996
snd0555-1,Swedish Transport Administration,DORIS,1996
snd0557-1,Swedish Transport Administration,DORIS,1996
snd0557-1,Swedish Transport Administration,DORIS,2002
snd0552-1,Swedish Transport Administration,DORIS,1996
snd0552-1,Swedish Transport Administration,DORIS,2002
snd0561-1,Swedish Transport Administration,DORIS,2002
snd0556-1,Swedish Transport Administration,DORIS,1996
snd0239-6,Statistics Sweden,DORIS,1993
snd0238-3,Statistics Sweden,DORIS,1989
2024-474,Karolinska Institutet,DORIS (only metadata),2024
2024-475,Karolinska Institutet,DORIS (only metadata),2025
2024-460,Sveriges Television,DORIS,2024
2024-462,Swedish University of Agricultural Sciences,DORIS,2025
2024-479,University of Gothenburg,DORIS,2024
2024-481,University of Gothenburg,DORIS,2024
2024-428,University of Gothenburg,DORIS,2024
2024-435,Chalmers University of Technology,DORIS,2024
2024-470,Karolinska Institutet,DORIS (only metadata),2024
2024-91,Karolinska Institutet,DORIS,2024
2024-438,Karolinska Institutet,DORIS,2024
2024-468,Swedish University of Agricultural Sciences,DORIS,2025
2024-446,University of Gothenburg,DORIS,2024
ext0346-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0345-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0347-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0309-1,University of Gothenburg,DORIS (only metadata),2020
ext0343-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0341-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0132-1,Lund University,DORIS (only metadata),2014
ext0344-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0129-1,Region Skåne,DORIS (only metadata),2014
ext0137-1,Lund University,DORIS (only metadata),2014
ext0130-1,FoU Spenshult,DORIS (only metadata),2014
ext0340-1,Institute for Language and Folklore,DORIS (only metadata),2020
snd0632-1,University of Gothenburg,DORIS,1999
snd0743-1,University of Gothenburg,DORIS,2001
snd0725-1,University of Gothenburg,DORIS,2000
snd0804-1,University of Gothenburg,DORIS,2004
snd0814-1,University of Gothenburg,DORIS,2005
snd0726-1,University of Gothenburg,DORIS,2000
snd0204-1,Umeå University,DORIS,1986
snd0803-1,University of Gothenburg,DORIS,2004
snd0742-1,University of Gothenburg,DORIS,2001
snd0742-2,University of Gothenburg,DORIS,2001
snd0742-3,University of Gothenburg,DORIS,2001
snd0742-4,University of Gothenburg,DORIS,2001
snd0564-1,Swedish Transport Administration,DORIS,2002
snd0565-1,Swedish Transport Administration,DORIS,1996
snd0563-1,Swedish Transport Administration,DORIS,1996
snd0564-1,Swedish Transport Administration,DORIS,1996
snd0558-1,Swedish Transport Administration,DORIS,1996
snd0559-1,Swedish Transport Administration,DORIS,1996
snd0560-1,Swedish Transport Administration,DORIS,1996
snd0560-1,Swedish Transport Administration,DORIS,2002
snd0562-1,Swedish Transport Administration,DORIS,1996
snd0562-1,Swedish Transport Administration,DORIS,2002
snd0259-1,University of Gothenburg,DORIS,1991
snd0259-1,University of Gothenburg,DORIS,1998
2021-195-2,University of Gothenburg,DORIS (only metadata),2022
ext0105-1,Lund University,DORIS (only metadata),2014
2021-195-5,University of Gothenburg,DORIS (only metadata),2022
2021-195-4,University of Gothenburg,DORIS (only metadata),2022
ext0104-1,Lund University,DORIS (only metadata),2014
2021-195-3,University of Gothenburg,DORIS (only metadata),2022
ext0102-1,Lund University,DORIS (only metadata),2014
ecds0240-1,The Norwegian University of Science and Technology (NTNU),DORIS (only metadata),2023
ext0107-1,Lund University,DORIS (only metadata),2014
ecds0220-1,Swedish Polar Research Secretariat,DORIS (only metadata),2022
ecds0241-1,The Norwegian University of Science and Technology (NTNU),DORIS (only metadata),2023
ext0103-1,Lund University,DORIS (only metadata),2014
ext0327-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0326-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0332-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0138-1,Lund University,DORIS (only metadata),2014
ext0336-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0335-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0142-1,Lund University,DORIS (only metadata),2015
ext0333-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0143-1,Lund University,DORIS (only metadata),2015
ext0329-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0334-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0328-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0331-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0330-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0338-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0337-1,Institute for Language and Folklore,DORIS (only metadata),2020
snd0121-1,Radio Sweden,DORIS,1984
snd0238-2,Statistics Sweden,DORIS,1989
snd0118-1,Radio Sweden,DORIS,1984
snd0119-1,Radio Sweden,DORIS,1984
snd0120-1,Radio Sweden,DORIS,1984
ecds0237-1,The Norwegian University of Science and Technology (NTNU),DORIS (only metadata),2023
ecds0233-1,Galway-Mayo Institute of Technology,DORIS (only metadata),2023
ext0084-1,Umeå University,DORIS (only metadata),2014
snd0239-1,Statistics Sweden,DORIS,1989
snd0241-2,Statistics Sweden,DORIS,1999
ecds0238-1,The Norwegian University of Science and Technology (NTNU),DORIS (only metadata),2023
ecds0239-1,The Norwegian University of Science and Technology (NTNU),DORIS (only metadata),2023
ecds0235-1,Chalmers University of Technology,DORIS (only metadata),2023
ecds0236-1,Chalmers University of Technology,DORIS (only metadata),2023
ecds0234-1,Chalmers University of Technology,DORIS (only metadata),2023
ext0111-1,Public Health Agency of Sweden,DORIS (only metadata),2014
2021-196-1,Karolinska Institutet,DORIS (only metadata),2022
2022-46-1,Jönköping University,DORIS (only metadata),2022
ext0150-1,SHARE ERIC,DORIS (only metadata),2021
ext0149-1,SHARE ERIC,DORIS (only metadata),2021
ext0110-1,Public Health Agency of Sweden,DORIS (only metadata),2014
ext0127-1,Blekinge Institute of Technology,DORIS (only metadata),2022
ext0112-1,Public Health Agency of Sweden,DORIS (only metadata),2014
ext0156-1,Lund University,DORIS (only metadata),2021
ext0201-1,SHARE ERIC,DORIS (only metadata),2021
ext0109-1,Public Health Agency of Sweden,DORIS (only metadata),2014
ext0148-1,SHARE ERIC,DORIS (only metadata),2021
ext0147-1,SHARE ERIC,DORIS (only metadata),2021
ext0124-1,Karolinska Institutet,DORIS (only metadata),2015
ext0214-1,Karolinska Institutet,DORIS (only metadata),2018
2025-42,Swedish University of Agricultural Sciences,DORIS,2025
2023-174,Institute for Language and Folklore,DORIS (only metadata),2023
2025-93,Swedish University of Agricultural Sciences,DORIS,2025
snd0205-1,Statistics Sweden,DORIS,2025
2022-86-1,Swedish University of Agricultural Sciences,DORIS,2025
ext0324-1,Institute for Language and Folklore,DORIS (only metadata),2020
2025-137,Swedish University of Agricultural Sciences,DORIS,2025
2025-67,Swedish University of Agricultural Sciences,DORIS,2025
2024-485,Swedish University of Agricultural Sciences,DORIS,2025
2023-162,Institute for Language and Folklore,DORIS (only metadata),2023
2023-160,Institute for Language and Folklore,DORIS (only metadata),2023
snd0152-1,University of Gothenburg,DORIS,2025
2023-161,Institute for Language and Folklore,DORIS (only metadata),2023
ext0086-1,Umeå University,DORIS (only metadata),2014
2023-151,Institute for Language and Folklore,DORIS (only metadata),2023
2022-86-2,Swedish University of Agricultural Sciences,DORIS,2025
2021-21-1,University of Gothenburg,DORIS,2025
2023-175,Institute for Language and Folklore,DORIS (only metadata),2023
2023-195,Swedish Polar Research Secretariat,DORIS,2024
snd0905-1,University of Gothenburg,DORIS,2025
2024-509,Swedish University of Agricultural Sciences,DORIS,2024
2024-500,Karolinska Institutet,DORIS (only metadata),2025
2024-645,Swedish Polar Research Secretariat,DORIS,2025
2023-283,University of Gothenburg,DORIS,2025
2024-496,Karolinska Institutet,DORIS (only metadata),2025
2023-308,University of Gothenburg,DORIS,2025
2023-309,University of Gothenburg,DORIS,2025
2023-296,University of Gothenburg,DORIS,2025
snd1046-1,University of Gothenburg,DORIS,2025
2024-626,Swedish University of Agricultural Sciences,DORIS,2025
ext0114-1,Public Health Agency of Sweden,DORIS (only metadata),2014
ext0126-1,Karolinska Institutet,DORIS (only metadata),2022
2021-195-1,University of Gothenburg,DORIS (only metadata),2022
ext0113-1,Public Health Agency of Sweden,DORIS (only metadata),2014
2020-105-1,SHARE ERIC,DORIS (only metadata),2020
ext0115-1,Public Health Agency of Sweden,DORIS (only metadata),2014
2020-104-1,SHARE ERIC,DORIS (only metadata),2020
ext0118-1,Public Health Agency of Sweden,DORIS (only metadata),2014
ext0359-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0358-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0364-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0362-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0117-1,Public Health Agency of Sweden,DORIS (only metadata),2014
ext0116-1,Public Health Agency of Sweden,DORIS (only metadata),2014
2021-213-1,University of Gothenburg,DORIS (only metadata),2023
2021-197-1,Umeå University,DORIS (only metadata),2022
ext0119-1,Lund University,DORIS (only metadata),2014
ext0361-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0360-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0321-1,Institute for Language and Folklore,DORIS (only metadata),2020
ext0161-1,Public Health Agency of Sweden,DORIS (only metadata),2015
ext0051-1,Uppsala University,DORIS (only metadata),2015
ext0153-1,Karolinska Institutet,DORIS (only metadata),2015
ext0160-1,Public Health Agency of Sweden,DORIS (only metadata),2015
ext0322-1,Institute for Language and Folklore,DORIS (only metadata),2020
2023-214,Swedish University of Agricultural Sciences,DORIS (only metadata),2023
ext0276-1,Umeå University,DORIS (only metadata),2018
2025-136,Swedish University of Agricultural Sciences,DORIS,2025
2024-612,Swedish University of Agricultural Sciences,DORIS,2025
2024-527,Swedish University of Agricultural Sciences,DORIS,2024
2024-282,Linköping University,DORIS,2019
2024-266,Linnaeus University,DORIS,2019
2024-274,Linköping University,DORIS,2019
2024-324,Linköping University,DORIS,2021
2024-393,Mid Sweden University,DORIS,2023
2024-18,Lund University,DORIS,2025
2024-467,University of Gothenburg,DORIS,2025
2025-133,Uppsala University,DORIS,2025
2020-155-1,Mid Sweden University,DORIS,2021
2020-155-2,Mid Sweden University,DORIS,2021
2020-155-2,Mid Sweden University,DORIS,2025
snd0870-1,University of Gothenburg,DORIS,2013
snd0870-2,University of Gothenburg,DORIS,2014
2021-34-1,Södertörns högskola,DORIS,2023
2021-323-1,Luleå University of Technology,DORIS,2022
snd1085-1,Stockholm University,DORIS,2019
2021-312-1,Stockholm University,DORIS,2022
2022-169-1,Swedish Defence University,DORIS,2023
2025-96,Swedish Geotechnical Institute,DORIS,2025
2025-111,Swedish Geotechnical Institute,DORIS,2025
2024-450,University of Gothenburg,DORIS,2025
2024-340,Uppsala University,DORIS,2021
2024-189,Uppsala University,DORIS,2016
2025-80,Stockholm University,DORIS,2025
ext1130-1,Umeå University,DORIS (only metadata),2019
2021-282-1,Umeå University,DORIS,2021
2021-331-1,Karolinska Institutet,DORIS,2022
2023-168,University of Gothenburg,DORIS,2024
2021-344-1,Swedish University of Agricultural Sciences,DORIS (only metadata),2022
2023-106-1,Karolinska Institutet,DORIS,2023
2020-204-1,Umeå University,DORIS (only metadata),2021
2020-178-1,Karolinska Institutet,DORIS,2021
ext0082-1,Umeå University,DORIS (only metadata),2013
2024-48,Swedish University of Agricultural Sciences,DORIS,2024
ext0310-1,Malmö University,DORIS (only metadata),2020
ext0139-1,Umeå University,DORIS (only metadata),2020
2024-365,Linköping University,DORIS,2022
2024-392,Linköping University,DORIS,2023
2024-334,Linköping University,DORIS,2021
2024-379,Linköping University,DORIS,2022
2024-192,Karlstad University,DORIS,2017
2024-222,Uppsala University,DORIS,2018
2024-362,Linköping University,DORIS,2022
2024-386,Linköping University,DORIS,2022
2024-287,Malmö University,DORIS,2020
2024-320,Mid Sweden University,DORIS,2021
2024-288,Malmö University,DORIS,2020
2024-289,Malmö University,DORIS,2020
2024-394,Uppsala University,DORIS,2023
2024-352,Uppsala University,DORIS,2022
2024-275,Linnaeus University,DORIS,2019
2024-387,Mid Sweden University,DORIS,2022
2024-331,Linköping University,DORIS,2021
2024-372,Uppsala University,DORIS,2022
2024-267,Mid Sweden University,DORIS,2019
2024-302,Linköping University,DORIS,2020
2024-389,Uppsala University,DORIS,2023
2024-253,Mid Sweden University,DORIS,2018
snd0832-1,Arbetslivsinstitutet,DORIS,2018
2024-259,Linköping University,DORIS,2019
2024-273,Blekinge Institute of Technology,DORIS,2019
2024-360,Linköping University,DORIS,2022
2024-325,Mid Sweden University,DORIS,2021
2024-356,Uppsala University,DORIS,2022
2024-197,Luleå University of Technology,DORIS,2017
2024-400,Linköping University,DORIS,2023
snd0833-1,Arbetslivsinstitutet,DORIS,2025
snd0833-1,Arbetslivsinstitutet,DORIS,2013
snd0833-1,Arbetslivsinstitutet,DORIS,2006
snd0845-1,Arbetslivsinstitutet,DORIS,2025
snd0845-1,Arbetslivsinstitutet,DORIS,2007
2025-190,Swedish University of Agricultural Sciences,DORIS,2025
2024-497,Karolinska Institutet,DORIS,2025
2025-114,Chalmers University of Technology,DORIS,2025
2025-159,University of Gothenburg,DORIS,2025
2024-487,University of Gothenburg,DORIS,2025
2025-37,Swedish University of Agricultural Sciences,DORIS,2025
