Publisher,SourceRepository,YearPublished
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2020
Royal Institute of Technology,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2020
Karolinska Institutet,SciLifeLab Data Repository,2020
Lund University,SciLifeLab Data Repository,2022
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Karolinska Institutet,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2021
Uppsala University,SciLifeLab Data Repository,2021
Uppsala University,SciLifeLab Data Repository,2022
Linköping University,SciLifeLab Data Repository,2021
Uppsala University,SciLifeLab Data Repository,2021
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2021
Uppsala University,SciLifeLab Data Repository,2022
Royal Institute of Technology,SciLifeLab Data Repository,2021
Royal Institute of Technology,SciLifeLab Data Repository,2022
University of Gothenburg,SciLifeLab Data Repository,2021
Karolinska Institutet,SciLifeLab Data Repository,2021
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Karolinska Institutet,SciLifeLab Data Repository,2021
Karolinska Institutet,SciLifeLab Data Repository,2021
Royal Institute of Technology,SciLifeLab Data Repository,2021
Karolinska Institutet,SciLifeLab Data Repository,2023
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Uppsala University,SciLifeLab Data Repository,2024
Royal Institute of Technology,SciLifeLab Data Repository,2021
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2021
Uppsala University,SciLifeLab Data Repository,2021
Linnaeus University,SciLifeLab Data Repository,2025
Karolinska Institutet,SciLifeLab Data Repository,2021
Royal Institute of Technology,SciLifeLab Data Repository,2021
Stockholm University,SciLifeLab Data Repository,2021
Stockholm University,SciLifeLab Data Repository,2021
Stockholm University,SciLifeLab Data Repository,2021
Uppsala University,SciLifeLab Data Repository,2021
Stockholm University,SciLifeLab Data Repository,2021
Royal Institute of Technology,SciLifeLab Data Repository,2021
Royal Institute of Technology,SciLifeLab Data Repository,2025
Stockholm University,SciLifeLab Data Repository,2022
Stockholm University,SciLifeLab Data Repository,2021
Karolinska Institutet,SciLifeLab Data Repository,2021
Karolinska Institutet,SciLifeLab Data Repository,2022
Lund University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2021
University of Gothenburg,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Lund University,SciLifeLab Data Repository,2022
Stockholm University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2023
Stockholm University,SciLifeLab Data Repository,2022
Lund University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Stockholm University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2022
Swedish Museum of Natural History,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2023
Royal Institute of Technology,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2023
Royal Institute of Technology,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2022
Stockholm University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2022
Stockholm University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2022
Karolinska Institutet,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2025
Lund University,SciLifeLab Data Repository,2022
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Royal Institute of Technology,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Stockholm University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2023
Royal Institute of Technology,SciLifeLab Data Repository,2023
Royal Institute of Technology,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2023
Royal Institute of Technology,SciLifeLab Data Repository,2023
Stockholm University,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
University of Gothenburg,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2023
Linköping University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Royal Institute of Technology,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2023
Stockholm University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2024
Lund University,SciLifeLab Data Repository,2025
Lund University,SciLifeLab Data Repository,2025
Umeå University,SciLifeLab Data Repository,2023
Lund University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Stockholm University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
Linköping University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2024
Lund University,SciLifeLab Data Repository,2023
Stockholm University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2023
Uppsala University,SciLifeLab Data Repository,2023
University of Gothenburg,SciLifeLab Data Repository,2023
Karolinska Institutet,SciLifeLab Data Repository,2024
Royal Institute of Technology,SciLifeLab Data Repository,2024
Royal Institute of Technology,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Umeå University,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Umeå University,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2024
Royal Institute of Technology,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Swedish Museum of Natural History,SciLifeLab Data Repository,2024
Umeå University,SciLifeLab Data Repository,2024
Umeå University,SciLifeLab Data Repository,2024
Umeå University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
SMHI - Swedish Meteorological and Hydrological Institute,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Lund University,SciLifeLab Data Repository,2024
Lund University,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2024
Karolinska Institutet,SciLifeLab Data Repository,2024
Royal Institute of Technology,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Stockholm University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2024
Stockholm University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2025
Swedish Museum of Natural History,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2025
Umeå University,SciLifeLab Data Repository,2025
Karolinska Institutet,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2024
Uppsala University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Lund University,SciLifeLab Data Repository,2025
Lund University,SciLifeLab Data Repository,2025
Karolinska Institutet,SciLifeLab Data Repository,2025
Karolinska Institutet,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2025
Linnaeus University,SciLifeLab Data Repository,2025
Swedish University of Agricultural Sciences,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Lund University,SciLifeLab Data Repository,2025
Lund University,SciLifeLab Data Repository,2025
Stockholm University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Stockholm University,SciLifeLab Data Repository,2025
Royal Institute of Technology,SciLifeLab Data Repository,2025
Chalmers University of Technology,SciLifeLab Data Repository,2025
Stockholm University,SciLifeLab Data Repository,2025
Royal Institute of Technology,SciLifeLab Data Repository,2025
Umeå University,SciLifeLab Data Repository,2025
Stockholm University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Swedish Museum of Natural History,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
University of Gothenburg,SciLifeLab Data Repository,2025
Region Uppsala,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
SciLifeLab,SciLifeLab Data Repository,2025
Luleå University of Technology,SciLifeLab Data Repository,2025
Swedish Museum of Natural History,SciLifeLab Data Repository,2025
University of Gothenburg,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2025
Uppsala University,SciLifeLab Data Repository,2014
Royal Institute of Technology,KTH Zenodo,2023
Royal Institute of Technology,KTH Zenodo,2023
Royal Institute of Technology,KTH Zenodo,2024
Royal Institute of Technology,KTH Zenodo,2024
Royal Institute of Technology,KTH Zenodo,2024
Royal Institute of Technology,KTH Zenodo,2024
Royal Institute of Technology,KTH Zenodo,2025
Royal Institute of Technology,KTH Zenodo,2020
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2022
Royal Institute of Technology,KTH Zenodo,2022
Royal Institute of Technology,KTH Zenodo,2022
Royal Institute of Technology,KTH Zenodo,2021
Royal Institute of Technology,KTH Zenodo,2022
Royal Institute of Technology,KTH Zenodo,2023
Royal Institute of Technology,KTH Zenodo,2023
Royal Institute of Technology,KTH Zenodo,2023
Royal Institute of Technology,KTH Zenodo,2023
Royal Institute of Technology,KTH Zenodo,2023
Royal Institute of Technology,KTH Zenodo,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2021
AIDA Data Hub,SciLifeLab AIDA Data Hub,2024
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2021
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2021
AIDA Data Hub,SciLifeLab AIDA Data Hub,2021
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2020
AIDA Data Hub,SciLifeLab AIDA Data Hub,2025
AIDA Data Hub,SciLifeLab AIDA Data Hub,2019
AIDA Data Hub,SciLifeLab AIDA Data Hub,2020
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
AIDA Data Hub,SciLifeLab AIDA Data Hub,2023
Swedish National Heritage Board,RAÄ Heritage Laboratory,2024
Swedish National Heritage Board,RAÄ Heritage Laboratory,2024
Swedish National Heritage Board,RAÄ Heritage Laboratory,2024
Swedish National Heritage Board,RAÄ Heritage Laboratory,2025
Swedish National Heritage Board,RAÄ Heritage Laboratory,2018
Swedish National Heritage Board,RAÄ Heritage Laboratory,2021
Swedish National Heritage Board,RAÄ Heritage Laboratory,2024
Swedish National Heritage Board,RAÄ Heritage Laboratory,2022
Swedish National Heritage Board,RAÄ Heritage Laboratory,2022
Swedish National Heritage Board,RAÄ Heritage Laboratory,2023
Swedish National Heritage Board,RAÄ Heritage Laboratory,2023
Swedish National Heritage Board,RAÄ Heritage Laboratory,2023
Swedish National Heritage Board,RAÄ Heritage Laboratory,2023
Swedish National Heritage Board,RAÄ Runverket,2024
Swedish National Heritage Board,RAÄ Runverket,2024
Swedish National Heritage Board,RAÄ Runverket,2024
Swedish National Heritage Board,RAÄ Runverket,2024
Swedish National Heritage Board,RAÄ Runverket,2024
RISE Research Institutes of Sweden,RISE Research Institutes of Sweden Zenodo,2022
RISE Research Institutes of Sweden,RISE Research Institutes of Sweden Zenodo,2023
Lund University,"Lund University, Division of Fire Safety Engineering Zenodo",2023
Lund University,"Lund University, Division of Fire Safety Engineering Zenodo",2022
Lund University,"Lund University, Division of Fire Safety Engineering Zenodo",2022
Lund University,"Lund University, Division of Fire Safety Engineering Zenodo",2023
Lund University,"Lund University, Division of Fire Safety Engineering Zenodo",2023
Mid Sweden University,Mid Sweden University Zenodo,2024
Mid Sweden University,Mid Sweden University Zenodo,2025
Linköping University,LiU Zenodo,2023
Linköping University,LiU Zenodo,2024
Linköping University,LiU Zenodo,2025
Lund University,MAX IV data repository,2023
Lund University,MAX IV data repository,2022
Lund University,MAX IV data repository,2022
Lund University,MAX IV data repository,2023
Lund University,MAX IV data repository,2024
Lund University,MAX IV data repository,2025
Lund University,SWINNO Zenodo,2025
Karlstad University,Computer Science at Karlstad University Zenodo,2018
Karlstad University,Computer Science at Karlstad University Zenodo,2018
Karlstad University,Computer Science at Karlstad University Zenodo,2018
Karlstad University,Computer Science at Karlstad University Zenodo,2018
Karlstad University,Computer Science at Karlstad University Zenodo,2019
Lund University,Lund University DataGURU,2021
Lund University,Lund University DataGURU,2018
Lund University,Lund University DataGURU,2014
Lund University,Lund University DataGURU,2017
Lund University,Lund University DataGURU,2017
Lund University,Lund University DataGURU,2016
Lund University,Lund University DataGURU,2017
Lund University,Lund University DataGURU,2018
Lund University,Lund University DataGURU,2016
Lund University,Lund University DataGURU,2017
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2023
University of Gothenburg,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2024
Stockholm University,SITES data portal,2025
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2019
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2025
Stockholm University,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2022
Uppsala University,SITES data portal,2024
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2021
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish Polar Research Secretariat,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2019
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish Polar Research Secretariat,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2024
Sweden Water Research,SITES data portal,2019
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2020
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2023
Uppsala University,SITES data portal,2020
Sweden Water Research,SITES data portal,2024
Stockholm University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2023
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2022
University of Gothenburg,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2022
Sweden Water Research,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
Uppsala University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2025
University of Gothenburg,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2025
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2024
Stockholm University,SITES data portal,2021
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2025
Stockholm University,SITES data portal,2025
Uppsala University,SITES data portal,2020
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2023
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2019
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2020
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Uppsala University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
Uppsala University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2024
Uppsala University,SITES data portal,2023
Uppsala University,SITES data portal,2024
Stockholm University,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2022
Sweden Water Research,SITES data portal,2025
Uppsala University,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2023
Uppsala University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2023
University of Gothenburg,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
University of Gothenburg,SITES data portal,2025
Uppsala University,SITES data portal,2023
Uppsala University,SITES data portal,2020
University of Gothenburg,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2021
Uppsala University,SITES data portal,2023
University of Gothenburg,SITES data portal,2020
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2020
Uppsala University,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2021
Stockholm University,SITES data portal,2025
Stockholm University,SITES data portal,2021
University of Gothenburg,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2020
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Uppsala University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
University of Gothenburg,SITES data portal,2025
Stockholm University,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Stockholm University,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish Polar Research Secretariat,SITES data portal,2023
University of Gothenburg,SITES data portal,2022
Stockholm University,SITES data portal,2025
Uppsala University,SITES data portal,2020
University of Gothenburg,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2023
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Uppsala University,SITES data portal,2020
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish Polar Research Secretariat,SITES data portal,2025
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2024
Uppsala University,SITES data portal,2020
Stockholm University,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish Polar Research Secretariat,SITES data portal,2022
University of Gothenburg,SITES data portal,2024
Uppsala University,SITES data portal,2020
Uppsala University,SITES data portal,2020
Swedish Polar Research Secretariat,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2020
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
